"date","death","pm10tmean","pm10","season"
1993-11-13,165,NA,NA,"Fall"
1993-11-14,177,NA,NA,"Fall"
1993-11-15,189,-5.021845177,NA,"Fall"
1993-11-16,194,NA,-5.021845177,"Fall"
1993-11-17,176,NA,NA,"Fall"
1993-11-18,174,NA,NA,"Fall"
1993-11-19,190,NA,NA,"Fall"
1993-11-20,174,NA,NA,"Fall"
1993-11-21,181,-9.581243722,NA,"Fall"
1993-11-22,184,NA,-9.581243722,"Fall"
1993-11-23,204,NA,NA,"Fall"
1993-11-24,193,NA,NA,"Fall"
1993-11-25,174,NA,NA,"Fall"
1993-11-26,191,NA,NA,"Fall"
1993-11-27,188,-1.971071404,NA,"Fall"
1993-11-28,216,NA,-1.971071404,"Fall"
1993-11-29,190,NA,NA,"Fall"
1993-11-30,184,NA,NA,"Fall"
1993-12-01,202,NA,NA,"Fall"
1993-12-02,216,NA,NA,"Fall"
1993-12-03,228,0.0378870575,NA,"Fall"
1993-12-04,177,NA,0.0378870575,"Fall"
1993-12-05,208,NA,NA,"Fall"
1993-12-06,164,NA,NA,"Fall"
1993-12-07,218,NA,NA,"Fall"
1993-12-08,199,NA,NA,"Fall"
1993-12-09,201,7.3092990402,NA,"Fall"
1993-12-10,220,NA,7.3092990402,"Fall"
1993-12-11,194,NA,NA,"Fall"
1993-12-12,199,NA,NA,"Fall"
1993-12-13,215,NA,NA,"Fall"
1993-12-14,231,NA,NA,"Fall"
1993-12-15,213,-4.769641754,NA,"Fall"
1993-12-16,188,NA,-4.769641754,"Fall"
1993-12-17,219,NA,NA,"Fall"
1993-12-18,196,NA,NA,"Fall"
1993-12-19,183,NA,NA,"Fall"
1993-12-20,183,NA,NA,"Fall"
1993-12-21,205,-9.68602327,NA,"Fall"
1993-12-22,203,NA,-9.68602327,"Fall"
1993-12-23,208,NA,NA,"Fall"
1993-12-24,208,NA,NA,"Fall"
1993-12-25,193,NA,NA,"Fall"
1993-12-26,193,NA,NA,"Fall"
1993-12-27,201,-7.368808704,NA,"Fall"
1993-12-28,230,NA,-7.368808704,"Fall"
1993-12-29,219,NA,NA,"Fall"
1993-12-30,243,NA,NA,"Fall"
1993-12-31,222,NA,NA,"Fall"
1994-01-01,232,NA,NA,"Winter"
1994-01-02,211,-4.248649562,NA,"Winter"
1994-01-03,230,NA,-4.248649562,"Winter"
1994-01-04,224,NA,NA,"Winter"
1994-01-05,229,NA,NA,"Winter"
1994-01-06,199,NA,NA,"Winter"
1994-01-07,206,NA,NA,"Winter"
1994-01-08,224,-6.73490753,NA,"Winter"
1994-01-09,201,NA,-6.73490753,"Winter"
1994-01-10,203,NA,NA,"Winter"
1994-01-11,215,NA,NA,"Winter"
1994-01-12,219,NA,NA,"Winter"
1994-01-13,199,NA,NA,"Winter"
1994-01-14,253,23.368378767,NA,"Winter"
1994-01-15,200,NA,23.368378767,"Winter"
1994-01-16,196,NA,NA,"Winter"
1994-01-17,194,NA,NA,"Winter"
1994-01-18,229,NA,NA,"Winter"
1994-01-19,233,NA,NA,"Winter"
1994-01-20,191,5.961115595,NA,"Winter"
1994-01-21,213,NA,5.961115595,"Winter"
1994-01-22,226,NA,NA,"Winter"
1994-01-23,207,NA,NA,"Winter"
1994-01-24,217,NA,NA,"Winter"
1994-01-25,241,NA,NA,"Winter"
1994-01-26,225,-6.347252949,NA,"Winter"
1994-01-27,222,NA,-6.347252949,"Winter"
1994-01-28,225,NA,NA,"Winter"
1994-01-29,201,NA,NA,"Winter"
1994-01-30,202,NA,NA,"Winter"
1994-01-31,198,NA,NA,"Winter"
1994-02-01,184,9.8434190575,NA,"Winter"
1994-02-02,201,NA,9.8434190575,"Winter"
1994-02-03,173,NA,NA,"Winter"
1994-02-04,202,NA,NA,"Winter"
1994-02-05,232,NA,NA,"Winter"
1994-02-06,192,NA,NA,"Winter"
1994-02-07,199,1.6865900383,NA,"Winter"
1994-02-08,210,NA,1.6865900383,"Winter"
1994-02-09,211,NA,NA,"Winter"
1994-02-10,219,NA,NA,"Winter"
1994-02-11,214,NA,NA,"Winter"
1994-02-12,199,NA,NA,"Winter"
1994-02-13,208,-3.88014629,NA,"Winter"
1994-02-14,223,NA,-3.88014629,"Winter"
1994-02-15,186,NA,NA,"Winter"
1994-02-16,234,NA,NA,"Winter"
1994-02-17,183,NA,NA,"Winter"
1994-02-18,182,NA,NA,"Winter"
1994-02-19,197,36.567428037,NA,"Winter"
1994-02-20,188,NA,36.567428037,"Winter"
1994-02-21,206,NA,NA,"Winter"
1994-02-22,195,NA,NA,"Winter"
1994-02-23,178,NA,NA,"Winter"
1994-02-24,170,NA,NA,"Winter"
1994-02-25,200,-9.13615465,NA,"Winter"
1994-02-26,187,NA,-9.13615465,"Winter"
1994-02-27,189,NA,NA,"Winter"
1994-02-28,226,NA,NA,"Winter"
1994-03-01,236,NA,NA,"Winter"
1994-03-02,204,NA,NA,"Winter"
1994-03-03,218,-12.83255658,NA,"Winter"
1994-03-04,192,NA,-12.83255658,"Winter"
1994-03-05,190,NA,NA,"Winter"
1994-03-06,158,NA,NA,"Winter"
1994-03-07,194,NA,NA,"Winter"
1994-03-08,203,NA,NA,"Winter"
1994-03-09,173,-8.921608133,NA,"Winter"
1994-03-10,184,NA,-8.921608133,"Winter"
1994-03-11,182,NA,NA,"Winter"
1994-03-12,189,NA,NA,"Winter"
1994-03-13,210,NA,NA,"Winter"
1994-03-14,201,NA,NA,"Winter"
1994-03-15,204,10.917216521,NA,"Winter"
1994-03-16,201,NA,10.917216521,"Winter"
1994-03-17,197,NA,NA,"Winter"
1994-03-18,208,NA,NA,"Winter"
1994-03-19,236,NA,NA,"Winter"
1994-03-20,164,NA,NA,"Winter"
1994-03-21,193,-10.50267544,NA,"Winter"
1994-03-22,189,NA,-10.50267544,"Winter"
1994-03-23,189,NA,NA,"Winter"
1994-03-24,167,NA,NA,"Winter"
1994-03-25,168,NA,NA,"Winter"
1994-03-26,214,NA,NA,"Winter"
1994-03-27,200,-9.295955689,NA,"Winter"
1994-03-28,178,NA,-9.295955689,"Winter"
1994-03-29,190,NA,NA,"Winter"
1994-03-30,198,NA,NA,"Winter"
1994-03-31,191,NA,NA,"Winter"
1994-04-01,189,NA,NA,"Spring"
1994-04-02,190,0.5306251512,NA,"Spring"
1994-04-03,188,NA,0.5306251512,"Spring"
1994-04-04,179,NA,NA,"Spring"
1994-04-05,201,NA,NA,"Spring"
1994-04-06,194,NA,NA,"Spring"
1994-04-07,196,NA,NA,"Spring"
1994-04-08,189,-10.56029719,NA,"Spring"
1994-04-09,198,NA,-10.56029719,"Spring"
1994-04-10,193,NA,NA,"Spring"
1994-04-11,182,NA,NA,"Spring"
1994-04-12,168,NA,NA,"Spring"
1994-04-13,203,NA,NA,"Spring"
1994-04-14,179,0.9582352374,NA,"Spring"
1994-04-15,197,NA,0.9582352374,"Spring"
1994-04-16,215,NA,NA,"Spring"
1994-04-17,188,NA,NA,"Spring"
1994-04-18,208,NA,NA,"Spring"
1994-04-19,203,NA,NA,"Spring"
1994-04-20,199,-9.440782504,NA,"Spring"
1994-04-21,182,NA,-9.440782504,"Spring"
1994-04-22,177,NA,NA,"Spring"
1994-04-23,180,NA,NA,"Spring"
1994-04-24,206,NA,NA,"Spring"
1994-04-25,211,NA,NA,"Spring"
1994-04-26,183,-1.324271731,NA,"Spring"
1994-04-27,194,NA,-1.324271731,"Spring"
1994-04-28,180,NA,NA,"Spring"
1994-04-29,170,NA,NA,"Spring"
1994-04-30,201,NA,NA,"Spring"
1994-05-01,168,NA,NA,"Spring"
1994-05-02,191,-11.03231526,NA,"Spring"
1994-05-03,189,NA,-11.03231526,"Spring"
1994-05-04,195,NA,NA,"Spring"
1994-05-05,195,NA,NA,"Spring"
1994-05-06,198,NA,NA,"Spring"
1994-05-07,173,NA,NA,"Spring"
1994-05-08,194,-10.55633852,NA,"Spring"
1994-05-09,177,NA,-10.55633852,"Spring"
1994-05-10,197,NA,NA,"Spring"
1994-05-11,159,NA,NA,"Spring"
1994-05-12,175,NA,NA,"Spring"
1994-05-13,173,NA,NA,"Spring"
1994-05-14,209,-9.223543706,NA,"Spring"
1994-05-15,189,NA,-9.223543706,"Spring"
1994-05-16,237,NA,NA,"Spring"
1994-05-17,164,NA,NA,"Spring"
1994-05-18,185,NA,NA,"Spring"
1994-05-19,183,NA,NA,"Spring"
1994-05-20,192,-7.552721305,NA,"Spring"
1994-05-21,188,NA,-7.552721305,"Spring"
1994-05-22,192,NA,NA,"Spring"
1994-05-23,205,NA,NA,"Spring"
1994-05-24,202,NA,NA,"Spring"
1994-05-25,201,NA,NA,"Spring"
1994-05-26,180,6.71932575,NA,"Spring"
1994-05-27,187,NA,6.71932575,"Spring"
1994-05-28,177,NA,NA,"Spring"
1994-05-29,208,NA,NA,"Spring"
1994-05-30,197,NA,NA,"Spring"
1994-05-31,190,NA,NA,"Spring"
1994-06-01,181,0.3482746338,NA,"Spring"
1994-06-02,150,NA,0.3482746338,"Spring"
1994-06-03,190,NA,NA,"Spring"
1994-06-04,210,NA,NA,"Spring"
1994-06-05,189,NA,NA,"Spring"
1994-06-06,184,NA,NA,"Spring"
1994-06-07,180,6.7275303501,NA,"Spring"
1994-06-08,192,NA,6.7275303501,"Spring"
1994-06-09,164,NA,NA,"Spring"
1994-06-10,190,NA,NA,"Spring"
1994-06-11,147,NA,NA,"Spring"
1994-06-12,187,NA,NA,"Spring"
1994-06-13,172,4.6286310481,NA,"Spring"
1994-06-14,191,NA,4.6286310481,"Spring"
1994-06-15,174,NA,NA,"Spring"
1994-06-16,175,NA,NA,"Spring"
1994-06-17,175,NA,NA,"Spring"
1994-06-18,191,NA,NA,"Spring"
1994-06-19,179,14.870591355,NA,"Spring"
1994-06-20,194,NA,14.870591355,"Spring"
1994-06-21,198,NA,NA,"Spring"
1994-06-22,170,NA,NA,"Spring"
1994-06-23,181,NA,NA,"Spring"
1994-06-24,185,NA,NA,"Spring"
1994-06-25,170,5.6351554805,NA,"Spring"
1994-06-26,164,NA,5.6351554805,"Spring"
1994-06-27,200,NA,NA,"Spring"
1994-06-28,174,NA,NA,"Spring"
1994-06-29,163,NA,NA,"Spring"
1994-06-30,197,NA,NA,"Spring"
1994-07-01,171,8.3222331691,NA,"Summer"
1994-07-02,190,NA,8.3222331691,"Summer"
1994-07-03,165,NA,NA,"Summer"
1994-07-04,202,NA,NA,"Summer"
1994-07-05,181,NA,NA,"Summer"
1994-07-06,207,NA,NA,"Summer"
1994-07-07,181,9.3052528146,NA,"Summer"
1994-07-08,218,NA,9.3052528146,"Summer"
1994-07-09,202,NA,NA,"Summer"
1994-07-10,192,NA,NA,"Summer"
1994-07-11,190,NA,NA,"Summer"
1994-07-12,180,NA,NA,"Summer"
1994-07-13,203,40.508390755,NA,"Summer"
1994-07-14,198,NA,40.508390755,"Summer"
1994-07-15,186,NA,NA,"Summer"
1994-07-16,156,NA,NA,"Summer"
1994-07-17,177,NA,NA,"Summer"
1994-07-18,186,NA,NA,"Summer"
1994-07-19,166,14.25437316,NA,"Summer"
1994-07-20,189,NA,14.25437316,"Summer"
1994-07-21,182,NA,NA,"Summer"
1994-07-22,189,NA,NA,"Summer"
1994-07-23,190,NA,NA,"Summer"
1994-07-24,178,NA,NA,"Summer"
1994-07-25,154,17.969829055,NA,"Summer"
1994-07-26,180,NA,17.969829055,"Summer"
1994-07-27,180,NA,NA,"Summer"
1994-07-28,190,NA,NA,"Summer"
1994-07-29,162,NA,NA,"Summer"
1994-07-30,169,NA,NA,"Summer"
1994-07-31,160,17.914951153,NA,"Summer"
1994-08-01,174,NA,17.914951153,"Summer"
1994-08-02,204,NA,NA,"Summer"
1994-08-03,176,NA,NA,"Summer"
1994-08-04,192,NA,NA,"Summer"
1994-08-05,149,NA,NA,"Summer"
1994-08-06,170,-12.67012083,NA,"Summer"
1994-08-07,167,NA,-12.67012083,"Summer"
1994-08-08,193,NA,NA,"Summer"
1994-08-09,180,NA,NA,"Summer"
1994-08-10,176,NA,NA,"Summer"
1994-08-11,188,NA,NA,"Summer"
1994-08-12,212,11.811461058,NA,"Summer"
1994-08-13,180,NA,11.811461058,"Summer"
1994-08-14,164,NA,NA,"Summer"
1994-08-15,178,NA,NA,"Summer"
1994-08-16,174,NA,NA,"Summer"
1994-08-17,172,NA,NA,"Summer"
1994-08-18,175,-4.902158219,NA,"Summer"
1994-08-19,179,NA,-4.902158219,"Summer"
1994-08-20,165,NA,NA,"Summer"
1994-08-21,154,NA,NA,"Summer"
1994-08-22,189,NA,NA,"Summer"
1994-08-23,179,NA,NA,"Summer"
1994-08-24,172,-3.315269836,NA,"Summer"
1994-08-25,183,NA,-3.315269836,"Summer"
1994-08-26,196,NA,NA,"Summer"
1994-08-27,171,NA,NA,"Summer"
1994-08-28,204,NA,NA,"Summer"
1994-08-29,197,NA,NA,"Summer"
1994-08-30,150,-9.418610931,NA,"Summer"
1994-08-31,177,NA,-9.418610931,"Summer"
1994-09-01,172,NA,NA,"Summer"
1994-09-02,183,NA,NA,"Summer"
1994-09-03,171,NA,NA,"Summer"
1994-09-04,198,NA,NA,"Summer"
1994-09-05,178,-10.42368463,NA,"Summer"
1994-09-06,169,NA,-10.42368463,"Summer"
1994-09-07,173,NA,NA,"Summer"
1994-09-08,168,NA,NA,"Summer"
1994-09-09,193,NA,NA,"Summer"
1994-09-10,214,NA,NA,"Summer"
1994-09-11,188,-15.43458756,NA,"Summer"
1994-09-12,186,NA,-15.43458756,"Summer"
1994-09-13,200,NA,NA,"Summer"
1994-09-14,196,NA,NA,"Summer"
1994-09-15,178,NA,NA,"Summer"
1994-09-16,200,NA,NA,"Summer"
1994-09-17,178,34.363083584,NA,"Summer"
1994-09-18,180,NA,34.363083584,"Summer"
1994-09-19,189,NA,NA,"Summer"
1994-09-20,141,NA,NA,"Summer"
1994-09-21,204,NA,NA,"Summer"
1994-09-22,161,NA,NA,"Summer"
1994-09-23,185,-8.361668288,NA,"Summer"
1994-09-24,167,NA,-8.361668288,"Summer"
1994-09-25,176,NA,NA,"Summer"
1994-09-26,157,NA,NA,"Summer"
1994-09-27,158,NA,NA,"Summer"
1994-09-28,190,NA,NA,"Summer"
1994-09-29,185,-9.241726174,NA,"Summer"
1994-09-30,192,NA,-9.241726174,"Summer"
1994-10-01,184,NA,NA,"Fall"
1994-10-02,158,NA,NA,"Fall"
1994-10-03,204,NA,NA,"Fall"
1994-10-04,207,NA,NA,"Fall"
1994-10-05,189,-11.6061145,NA,"Fall"
1994-10-06,206,NA,-11.6061145,"Fall"
1994-10-07,204,NA,NA,"Fall"
1994-10-08,191,NA,NA,"Fall"
1994-10-09,209,NA,NA,"Fall"
1994-10-10,188,NA,NA,"Fall"
1994-10-11,195,-11.44945842,NA,"Fall"
1994-10-12,182,NA,-11.44945842,"Fall"
1994-10-13,204,NA,NA,"Fall"
1994-10-14,201,NA,NA,"Fall"
1994-10-15,184,NA,NA,"Fall"
1994-10-16,188,NA,NA,"Fall"
1994-10-17,183,-5.378367932,NA,"Fall"
1994-10-18,217,NA,-5.378367932,"Fall"
1994-10-19,221,NA,NA,"Fall"
1994-10-20,196,NA,NA,"Fall"
1994-10-21,188,NA,NA,"Fall"
1994-10-22,192,NA,NA,"Fall"
1994-10-23,178,0.6592432271,NA,"Fall"
1994-10-24,194,NA,0.6592432271,"Fall"
1994-10-25,183,NA,NA,"Fall"
1994-10-26,186,NA,NA,"Fall"
1994-10-27,201,NA,NA,"Fall"
1994-10-28,173,NA,NA,"Fall"
1994-10-29,224,-1.178500553,NA,"Fall"
1994-10-30,212,NA,-1.178500553,"Fall"
1994-10-31,211,NA,NA,"Fall"
1994-11-01,192,NA,NA,"Fall"
1994-11-02,186,NA,NA,"Fall"
1994-11-03,163,NA,NA,"Fall"
1994-11-04,188,7.8063745366,NA,"Fall"
1994-11-05,170,NA,7.8063745366,"Fall"
1994-11-06,185,NA,NA,"Fall"
1994-11-07,184,NA,NA,"Fall"
1994-11-08,210,NA,NA,"Fall"
1994-11-09,196,NA,NA,"Fall"
1994-11-10,180,-13.73324243,NA,"Fall"
1994-11-11,179,NA,-13.73324243,"Fall"
1994-11-12,180,NA,NA,"Fall"
1994-11-13,198,NA,NA,"Fall"
1994-11-14,190,NA,NA,"Fall"
1994-11-15,232,NA,NA,"Fall"
1994-11-16,175,-10.55033903,NA,"Fall"
1994-11-17,205,NA,-10.55033903,"Fall"
1994-11-18,185,NA,NA,"Fall"
1994-11-19,204,NA,NA,"Fall"
1994-11-20,177,NA,NA,"Fall"
1994-11-21,200,NA,NA,"Fall"
1994-11-22,202,-11.43016184,NA,"Fall"
1994-11-23,170,NA,-11.43016184,"Fall"
1994-11-24,191,NA,NA,"Fall"
1994-11-25,195,NA,NA,"Fall"
1994-11-26,202,NA,NA,"Fall"
1994-11-27,178,NA,NA,"Fall"
1994-11-28,208,-8.179502213,NA,"Fall"
1994-11-29,183,NA,-8.179502213,"Fall"
1994-11-30,194,NA,NA,"Fall"
1994-12-01,185,NA,NA,"Fall"
1994-12-02,204,NA,NA,"Fall"
1994-12-03,217,NA,NA,"Fall"
1994-12-04,189,21.242547761,NA,"Fall"
1994-12-05,223,NA,21.242547761,"Fall"
1994-12-06,222,NA,NA,"Fall"
1994-12-07,202,NA,NA,"Fall"
1994-12-08,211,NA,NA,"Fall"
1994-12-09,202,NA,NA,"Fall"
1994-12-10,202,-11.06279495,NA,"Fall"
1994-12-11,216,NA,-11.06279495,"Fall"
1994-12-12,204,NA,NA,"Fall"
1994-12-13,211,NA,NA,"Fall"
1994-12-14,206,NA,NA,"Fall"
1994-12-15,216,NA,NA,"Fall"
1994-12-16,215,-1.535170186,NA,"Fall"
1994-12-17,249,NA,-1.535170186,"Fall"
1994-12-18,220,NA,NA,"Fall"
1994-12-19,216,NA,NA,"Fall"
1994-12-20,221,NA,NA,"Fall"
1994-12-21,240,NA,NA,"Fall"
1994-12-22,231,50.038812037,NA,"Fall"
1994-12-23,236,NA,50.038812037,"Fall"
1994-12-24,245,NA,NA,"Fall"
1994-12-25,232,NA,NA,"Fall"
1994-12-26,256,NA,NA,"Fall"
1994-12-27,243,NA,NA,"Fall"
1994-12-28,244,4.3572059544,NA,"Fall"
1994-12-29,236,NA,4.3572059544,"Fall"
1994-12-30,265,NA,NA,"Fall"
1994-12-31,227,NA,NA,"Fall"
1995-01-01,295,NA,NA,"Winter"
1995-01-02,260,NA,NA,"Winter"
1995-01-03,246,-9.125360078,NA,"Winter"
1995-01-04,236,NA,-9.125360078,"Winter"
1995-01-05,258,NA,NA,"Winter"
1995-01-06,237,NA,NA,"Winter"
1995-01-07,258,NA,NA,"Winter"
1995-01-08,231,NA,NA,"Winter"
1995-01-09,248,-0.089023991,NA,"Winter"
1995-01-10,240,NA,-0.089023991,"Winter"
1995-01-11,242,NA,NA,"Winter"
1995-01-12,237,NA,NA,"Winter"
1995-01-13,234,NA,NA,"Winter"
1995-01-14,233,NA,NA,"Winter"
1995-01-15,243,-9.641540941,NA,"Winter"
1995-01-16,250,NA,-9.641540941,"Winter"
1995-01-17,212,NA,NA,"Winter"
1995-01-18,227,NA,NA,"Winter"
1995-01-19,233,NA,NA,"Winter"
1995-01-20,218,NA,NA,"Winter"
1995-01-21,210,-16.03809061,NA,"Winter"
1995-01-22,205,NA,-16.03809061,"Winter"
1995-01-23,203,NA,NA,"Winter"
1995-01-24,239,NA,NA,"Winter"
1995-01-25,199,NA,NA,"Winter"
1995-01-26,224,NA,NA,"Winter"
1995-01-27,232,-10.23498266,NA,"Winter"
1995-01-28,223,NA,-10.23498266,"Winter"
1995-01-29,207,NA,NA,"Winter"
1995-01-30,221,NA,NA,"Winter"
1995-01-31,213,NA,NA,"Winter"
1995-02-01,197,NA,NA,"Winter"
1995-02-02,206,-9.271676264,NA,"Winter"
1995-02-03,206,NA,-9.271676264,"Winter"
1995-02-04,214,NA,NA,"Winter"
1995-02-05,226,NA,NA,"Winter"
1995-02-06,209,NA,NA,"Winter"
1995-02-07,220,NA,NA,"Winter"
1995-02-08,224,-0.266057624,NA,"Winter"
1995-02-09,194,NA,-0.266057624,"Winter"
1995-02-10,213,NA,NA,"Winter"
1995-02-11,213,NA,NA,"Winter"
1995-02-12,240,NA,NA,"Winter"
1995-02-13,215,NA,NA,"Winter"
1995-02-14,235,0.5940535902,NA,"Winter"
1995-02-15,204,NA,0.5940535902,"Winter"
1995-02-16,203,NA,NA,"Winter"
1995-02-17,197,NA,NA,"Winter"
1995-02-18,228,NA,NA,"Winter"
1995-02-19,224,NA,NA,"Winter"
1995-02-20,186,7.2221513411,NA,"Winter"
1995-02-21,187,NA,7.2221513411,"Winter"
1995-02-22,192,NA,NA,"Winter"
1995-02-23,196,NA,NA,"Winter"
1995-02-24,225,NA,NA,"Winter"
1995-02-25,199,NA,NA,"Winter"
1995-02-26,192,-11.78971837,NA,"Winter"
1995-02-27,223,NA,-11.78971837,"Winter"
1995-02-28,206,NA,NA,"Winter"
1995-03-01,199,NA,NA,"Winter"
1995-03-02,212,NA,NA,"Winter"
1995-03-03,212,NA,NA,"Winter"
1995-03-04,183,-8.10324258,NA,"Winter"
1995-03-05,198,NA,-8.10324258,"Winter"
1995-03-06,216,NA,NA,"Winter"
1995-03-07,218,NA,NA,"Winter"
1995-03-08,214,NA,NA,"Winter"
1995-03-09,186,NA,NA,"Winter"
1995-03-10,192,-14.08723856,NA,"Winter"
1995-03-11,186,NA,-14.08723856,"Winter"
1995-03-12,204,NA,NA,"Winter"
1995-03-13,228,NA,NA,"Winter"
1995-03-14,207,NA,NA,"Winter"
1995-03-15,191,NA,NA,"Winter"
1995-03-16,200,7.9511408935,NA,"Winter"
1995-03-17,204,NA,7.9511408935,"Winter"
1995-03-18,174,NA,NA,"Winter"
1995-03-19,175,NA,NA,"Winter"
1995-03-20,181,NA,NA,"Winter"
1995-03-21,216,NA,NA,"Winter"
1995-03-22,166,-9.182422915,NA,"Winter"
1995-03-23,196,NA,-9.182422915,"Winter"
1995-03-24,179,NA,NA,"Winter"
1995-03-25,181,NA,NA,"Winter"
1995-03-26,192,NA,NA,"Winter"
1995-03-27,204,NA,NA,"Winter"
1995-03-28,176,-8.16719468,NA,"Winter"
1995-03-29,180,NA,-8.16719468,"Winter"
1995-03-30,192,NA,NA,"Winter"
1995-03-31,222,NA,NA,"Winter"
1995-04-01,183,NA,NA,"Spring"
1995-04-02,155,NA,NA,"Spring"
1995-04-03,190,-1.069787766,NA,"Spring"
1995-04-04,166,NA,-1.069787766,"Spring"
1995-04-05,202,NA,NA,"Spring"
1995-04-06,168,NA,NA,"Spring"
1995-04-07,217,NA,NA,"Spring"
1995-04-08,205,NA,NA,"Spring"
1995-04-09,182,10.284105139,NA,"Spring"
1995-04-10,195,NA,10.284105139,"Spring"
1995-04-11,199,NA,NA,"Spring"
1995-04-12,208,NA,NA,"Spring"
1995-04-13,208,NA,NA,"Spring"
1995-04-14,188,NA,NA,"Spring"
1995-04-15,197,-14.3160299,NA,"Spring"
1995-04-16,178,NA,-14.3160299,"Spring"
1995-04-17,207,NA,NA,"Spring"
1995-04-18,207,NA,NA,"Spring"
1995-04-19,192,NA,NA,"Spring"
1995-04-20,205,NA,NA,"Spring"
1995-04-21,185,-2.223198567,NA,"Spring"
1995-04-22,205,NA,-2.223198567,"Spring"
1995-04-23,155,NA,NA,"Spring"
1995-04-24,180,NA,NA,"Spring"
1995-04-25,193,NA,NA,"Spring"
1995-04-26,167,NA,NA,"Spring"
1995-04-27,233,3.1222817634,NA,"Spring"
1995-04-28,210,NA,3.1222817634,"Spring"
1995-04-29,185,NA,NA,"Spring"
1995-04-30,158,NA,NA,"Spring"
1995-05-01,177,NA,NA,"Spring"
1995-05-02,170,NA,NA,"Spring"
1995-05-03,191,-6.366854795,NA,"Spring"
1995-05-04,199,NA,-6.366854795,"Spring"
1995-05-05,182,NA,NA,"Spring"
1995-05-06,174,NA,NA,"Spring"
1995-05-07,168,NA,NA,"Spring"
1995-05-08,195,NA,NA,"Spring"
1995-05-09,215,-3.838861138,NA,"Spring"
1995-05-10,168,NA,-3.838861138,"Spring"
1995-05-11,190,NA,NA,"Spring"
1995-05-12,182,NA,NA,"Spring"
1995-05-13,178,NA,NA,"Spring"
1995-05-14,187,NA,NA,"Spring"
1995-05-15,184,-4.616445978,NA,"Spring"
1995-05-16,191,NA,-4.616445978,"Spring"
1995-05-17,175,NA,NA,"Spring"
1995-05-18,172,NA,NA,"Spring"
1995-05-19,171,NA,NA,"Spring"
1995-05-20,177,NA,NA,"Spring"
1995-05-21,180,3.7904372056,NA,"Spring"
1995-05-22,203,NA,3.7904372056,"Spring"
1995-05-23,163,NA,NA,"Spring"
1995-05-24,178,NA,NA,"Spring"
1995-05-25,183,NA,NA,"Spring"
1995-05-26,166,NA,NA,"Spring"
1995-05-27,188,-4.383633808,NA,"Spring"
1995-05-28,175,NA,-4.383633808,"Spring"
1995-05-29,174,NA,NA,"Spring"
1995-05-30,198,NA,NA,"Spring"
1995-05-31,196,NA,NA,"Spring"
1995-06-01,178,NA,NA,"Spring"
1995-06-02,184,0.8944031457,NA,"Spring"
1995-06-03,179,NA,0.8944031457,"Spring"
1995-06-04,157,NA,NA,"Spring"
1995-06-05,197,NA,NA,"Spring"
1995-06-06,175,NA,NA,"Spring"
1995-06-07,199,NA,NA,"Spring"
1995-06-08,198,13.490824217,NA,"Spring"
1995-06-09,198,NA,13.490824217,"Spring"
1995-06-10,179,NA,NA,"Spring"
1995-06-11,187,NA,NA,"Spring"
1995-06-12,176,NA,NA,"Spring"
1995-06-13,148,NA,NA,"Spring"
1995-06-14,188,0.8388975081,NA,"Spring"
1995-06-15,166,NA,0.8388975081,"Spring"
1995-06-16,179,NA,NA,"Spring"
1995-06-17,170,NA,NA,"Spring"
1995-06-18,201,NA,NA,"Spring"
1995-06-19,195,NA,NA,"Spring"
1995-06-20,193,42.252438395,NA,"Spring"
1995-06-21,178,33.516666667,42.252438395,"Spring"
1995-06-22,163,NA,33.516666667,"Spring"
1995-06-23,170,NA,NA,"Spring"
1995-06-24,174,NA,NA,"Spring"
1995-06-25,166,NA,NA,"Spring"
1995-06-26,172,6.0736003396,NA,"Spring"
1995-06-27,167,NA,6.0736003396,"Spring"
1995-06-28,159,NA,NA,"Spring"
1995-06-29,177,NA,NA,"Spring"
1995-06-30,188,NA,NA,"Spring"
1995-07-01,169,NA,NA,"Summer"
1995-07-02,187,-4.017377569,NA,"Summer"
1995-07-03,183,NA,-4.017377569,"Summer"
1995-07-04,172,NA,NA,"Summer"
1995-07-05,190,NA,NA,"Summer"
1995-07-06,196,NA,NA,"Summer"
1995-07-07,175,NA,NA,"Summer"
1995-07-08,175,5.225612851,NA,"Summer"
1995-07-09,180,NA,5.225612851,"Summer"
1995-07-10,175,NA,NA,"Summer"
1995-07-11,181,NA,NA,"Summer"
1995-07-12,189,NA,NA,"Summer"
1995-07-13,173,NA,NA,"Summer"
1995-07-14,202,43.245357233,NA,"Summer"
1995-07-15,229,NA,43.245357233,"Summer"
1995-07-16,229,NA,NA,"Summer"
1995-07-17,196,NA,NA,"Summer"
1995-07-18,195,NA,NA,"Summer"
1995-07-19,204,NA,NA,"Summer"
1995-07-20,182,14.38348379,NA,"Summer"
1995-07-21,180,NA,14.38348379,"Summer"
1995-07-22,177,NA,NA,"Summer"
1995-07-23,174,NA,NA,"Summer"
1995-07-24,185,NA,NA,"Summer"
1995-07-25,188,NA,NA,"Summer"
1995-07-26,188,15.575742301,NA,"Summer"
1995-07-27,173,NA,15.575742301,"Summer"
1995-07-28,186,NA,NA,"Summer"
1995-07-29,187,NA,NA,"Summer"
1995-07-30,186,NA,NA,"Summer"
1995-07-31,207,NA,NA,"Summer"
1995-08-01,187,18.614789204,NA,"Summer"
